id,title,authors,translators,role,include_in_stylometry,genre,genre_clean,original_language,source_edition,original_date,publication_date,date_basis,ip_status,text_stripped_path,text_nikud_path,path,year,edition_date,exact_date,date_verdict,date_confidence,date_source,user_year,nonby_date,nonby_source
14671,ב. נפש בריאה בגוף בריא,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1970,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14671.txt,authors/alterman/corpus/nikud/14671.txt,https://benyehuda.org/read/14671,1970.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1188,1970,,
14672,ג. נאמנות כפולה ומשולשת,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1970,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14672.txt,authors/alterman/corpus/nikud/14672.txt,https://benyehuda.org/read/14672,1970.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1188,1970,,
14673,ד. העוגה הפסיכדלית,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1970,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14673.txt,authors/alterman/corpus/nikud/14673.txt,https://benyehuda.org/read/14673,1970.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1187,1970,,
14674,ה. בעבור נעלים,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1970,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14674.txt,authors/alterman/corpus/nikud/14674.txt,https://benyehuda.org/read/14674,1970.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1187,1970,,
14675,א. תבוסת ביאפרה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1970,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14675.txt,authors/alterman/corpus/nikud/14675.txt,https://benyehuda.org/read/14675,1970.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1187,1970,,
14676,ב. המפה והתרגיל,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1970,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14676.txt,authors/alterman/corpus/nikud/14676.txt,https://benyehuda.org/read/14676,1970.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1187,1970,,
14677,"מזכ""ל חדש – יעדים חדשים...",נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1970,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14677.txt,authors/alterman/corpus/nikud/14677.txt,https://benyehuda.org/read/14677,1970.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1187,1970,,
14678,פריט ושמו לאום,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1970,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14678.txt,authors/alterman/corpus/nikud/14678.txt,https://benyehuda.org/read/14678,1970.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1187,30.1.1970,,
14679,א. האומנם ברצינות?,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1970,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14679.txt,authors/alterman/corpus/nikud/14679.txt,https://benyehuda.org/read/14679,1970.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1187,1970,,
14680,ב. הפגנת בני⁻אור,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1970,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14680.txt,authors/alterman/corpus/nikud/14680.txt,https://benyehuda.org/read/14680,1970.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1187,1970,,
14681,"ג. ""על⁻קשיים אובייקטיביים""",נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1970,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14681.txt,authors/alterman/corpus/nikud/14681.txt,https://benyehuda.org/read/14681,1970.0,1969.0,,conflict,med,https://benyehuda.org/collections/1187,1969,,
14682,המחלה הנושנה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1970,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14682.txt,authors/alterman/corpus/nikud/14682.txt,https://benyehuda.org/read/14682,1970.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1187,1970,,
14683,ההובי החדש,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1970,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14683.txt,authors/alterman/corpus/nikud/14683.txt,https://benyehuda.org/read/14683,1970.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1187,1970,,
14685,חשבון הפנקס הקטן,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14685.txt,authors/alterman/corpus/nikud/14685.txt,https://benyehuda.org/read/14685,1968.0,,,confirmed,med,https://benyehuda.org/collections/1187,1968,,
14687,העקרון והאבסורד,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1967,2019-10-20,original,by_permission,authors/alterman/corpus/stripped/14687.txt,authors/alterman/corpus/nikud/14687.txt,https://benyehuda.org/read/14687,1967.0,,,confirmed,med,https://benyehuda.org/collections/1187,1967,,
14688,מדיניות של סימן-שאלה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1967,2019-10-20,original,by_permission,authors/alterman/corpus/stripped/14688.txt,authors/alterman/corpus/nikud/14688.txt,https://benyehuda.org/read/14688,1967.0,,,confirmed,med,https://benyehuda.org/collections/1187,1967,,
14689,שבעים שנה וששה ימים,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1967,2019-10-20,original,by_permission,authors/alterman/corpus/stripped/14689.txt,authors/alterman/corpus/nikud/14689.txt,https://benyehuda.org/read/14689,1967.0,,,confirmed,med,https://benyehuda.org/collections/1187,1967,,
14690,שכרון המוכיחים,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1967,2019-10-20,original,by_permission,authors/alterman/corpus/stripped/14690.txt,authors/alterman/corpus/nikud/14690.txt,https://benyehuda.org/read/14690,1967.0,,,confirmed,med,https://benyehuda.org/collections/1187,1967,,
14691,ערעור על רעיון נאה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1967,2019-10-20,original,by_permission,authors/alterman/corpus/stripped/14691.txt,authors/alterman/corpus/nikud/14691.txt,https://benyehuda.org/read/14691,1967.0,,,confirmed,med,https://benyehuda.org/collections/1187,1967,,
14692,א. האורחת המוזרה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1967,2019-10-20,original,by_permission,authors/alterman/corpus/stripped/14692.txt,authors/alterman/corpus/nikud/14692.txt,https://benyehuda.org/read/14692,1967.0,,,confirmed,med,https://benyehuda.org/collections/1187,1967,,
14693,ב. בעב הענן,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1967,2019-10-20,original,by_permission,authors/alterman/corpus/stripped/14693.txt,authors/alterman/corpus/nikud/14693.txt,https://benyehuda.org/read/14693,1967.0,,,confirmed,med,https://benyehuda.org/collections/1187,1967,,
17936,[עוֹד חוֹזֵר הַנִּגּוּן],נתן אלתרמן,,author,True,poetry,poetry,he,פרויקט בן-יהודה,1938,2020-02-13,original,by_permission,authors/alterman/corpus/stripped/17936.txt,authors/alterman/corpus/nikud/17936.txt,https://benyehuda.org/read/17936,1938.0,1995.0,,confirmed,med,https://benyehuda.org/read/17936,1938,,
17937,פְּגִישָׁה לְאֵין קֵץ,נתן אלתרמן,,author,True,poetry,poetry,he,פרויקט בן-יהודה,1938,2020-02-13,original,by_permission,authors/alterman/corpus/stripped/17937.txt,authors/alterman/corpus/nikud/17937.txt,https://benyehuda.org/read/17937,1938.0,1995.0,,confirmed,med,https://benyehuda.org/read/17937,1938,,
17938,יָרֵחַ,נתן אלתרמן,,author,True,poetry,poetry,he,פרויקט בן-יהודה,1938,2020-02-13,original,by_permission,authors/alterman/corpus/stripped/17938.txt,authors/alterman/corpus/nikud/17938.txt,https://benyehuda.org/read/17938,1938.0,1995.0,,user_kept_nonby,user,,1938,1938,https://he.wikipedia.org/wiki/כוכבים_בחוץ
17939,שְׁדֵרוֹת בַּגֶּשֶׁם,נתן אלתרמן,,author,True,poetry,poetry,he,פרויקט בן-יהודה,1938,2020-02-13,original,by_permission,authors/alterman/corpus/stripped/17939.txt,authors/alterman/corpus/nikud/17939.txt,https://benyehuda.org/read/17939,1938.0,1995.0,,user_kept_nonby,user,,1938,1938,https://he.wikipedia.org/wiki/כוכבים_בחוץ
17940,[אֶת הַלַּיְלָה שֶׁלָּךְ],נתן אלתרמן,,author,True,poetry,poetry,he,פרויקט בן-יהודה,1938,2020-02-13,original,by_permission,authors/alterman/corpus/stripped/17940.txt,authors/alterman/corpus/nikud/17940.txt,https://benyehuda.org/read/17940,1938.0,1995.0,,user_kept_nonby,user,,1938,1938,https://he.wikipedia.org/wiki/כוכבים_בחוץ
17941,[הִנֵּה הָעֵצִים],נתן אלתרמן,,author,True,poetry,poetry,he,פרויקט בן-יהודה,1938,2020-02-13,original,by_permission,authors/alterman/corpus/stripped/17941.txt,authors/alterman/corpus/nikud/17941.txt,https://benyehuda.org/read/17941,1938.0,1995.0,,user_kept_nonby,user,,1938,1938,https://he.wikipedia.org/wiki/כוכבים_בחוץ
17942,בַּדֶּרֶךְ הַגְּדוֹלָה,נתן אלתרמן,,author,True,poetry,poetry,he,פרויקט בן-יהודה,1938,2020-02-13,original,by_permission,authors/alterman/corpus/stripped/17942.txt,authors/alterman/corpus/nikud/17942.txt,https://benyehuda.org/read/17942,1938.0,1995.0,,user_kept_nonby,user,,1938,1938,https://he.wikipedia.org/wiki/כוכבים_בחוץ
17943,תֵּבַת הַזִּמְרָה נִפְרֶדֶת,נתן אלתרמן,,author,True,poetry,poetry,he,פרויקט בן-יהודה,1938,2020-02-13,original,by_permission,authors/alterman/corpus/stripped/17943.txt,authors/alterman/corpus/nikud/17943.txt,https://benyehuda.org/read/17943,1938.0,1995.0,,user_kept_nonby,user,,1938,1938,https://he.wikipedia.org/wiki/כוכבים_בחוץ
29299,על הבן והחבר,"נתן אלתרמן, עזרא זוסמן, ע. הלל, חיים גורי",,author,True,article,article,he,פרויקט בן-יהודה,1949,2021-10-13,original,by_permission,authors/alterman/corpus/stripped/29299.txt,authors/alterman/corpus/nikud/29299.txt,https://benyehuda.org/read/29299,1949.0,1949.0,,confirmed,med,https://benyehuda.org/read/29299,1949,,
37321,בין המשורר למדינאי: בן־גוריון ואלתרמן בשיר ובאיגרת,"נתן אלתרמן, דוד בן־גוריון",,author,True,memoir,memoir,he,פרויקט בן-יהודה,1971,2022-12-18,original,by_permission,authors/alterman/corpus/stripped/37321.txt,authors/alterman/corpus/nikud/37321.txt,https://benyehuda.org/read/37321,1971.0,1986.0,,conflict,low,https://benyehuda.org/read/37321,1968,,
